,date,ARPA,ANT,ALGO,ADA,ATOM,ATA,AR,AVA,AVAX,BTC,CELO,CELR,CKB,BLZ,CHR,DASH,BAND,BTG,CFX,CTXC,CVC,CTSI,CTK,FET,DGB,DCR,DOCK,DUSK,DOT,FIRO,EGLD,ETC,GTO,GTC,DATA,EOS,DENT,HIVE,DNT,KEEP,ELF,LTC,FTM,HOT,FIL,FLOW,KEY,KMD,JST,GRT,LINK,LSK,ICX,KSM,HBAR,LUNA,LTO,NEAR,LIT,IOTX,HNT,MATIC,IOST,IRIS,MDT,MASK,IOTA,ICP,NULS,NKN,NANO,OCEAN,ONE,OMG,OGN,MINA,QNT,RIF,RSR,TOMO,PAXG,SC,OXT,MTL,PUNDIX,VET,KLAY,RVN,SKL,SFP,XLM,TFUEL,SXP,THETA,POND,ONG,STMX,STRAX,TWT,DOGE,ETH,SOL,TRB,TRX,VTHO,XEC,XEM,VITE,COS,XRP,ZEC,WAVES,ZIL,IDEX,XTZ,COCOS,GALA,FIO,QTUM,GHST,ILV,BTT,MANA,WIN,NEO,WTC,STX,MBOX,NU,ENJ,ONT,ORN,TLM,PHA,ZEN,XMR,REQ,NMR,ROSE,POLY,POLS,SLP,WAN,STPT,ZRX,SYS,TVK,YGG,TORN,UTK,RLC,SAND,WAXP,COTI,VIDT,LPT
219,2021-10-15 09:20:00,390.85,109.14,337.63,595.94,874.03,126.29,137.63,420.06,1033.68,2017.34,442.76,594.92,252.69,458.11,175.85,507.5,192.74,120.36,316.02,265.34,257.31,163.74,148.85,570.21,240.55,76.65,108.06,175.03,1329.99,118.46,455.11,770.48,258.41,293.52,295.83,585.43,420.21,129.56,371.23,487.17,265.12,840.35,572.0,353.79,1271.33,156.92,177.61,115.24,517.25,395.22,631.15,200.58,196.0,266.39,312.37,750.7,442.53,441.07,283.4,209.95,255.45,592.8,384.97,216.49,143.62,482.8,207.52,475.08,165.32,327.84,329.12,288.01,325.77,388.01,163.25,389.25,394.3,379.35,325.87,327.13,168.58,511.72,318.95,380.01,195.85,313.97,454.93,389.94,251.75,522.71,442.24,251.98,316.56,433.63,269.51,152.74,308.17,124.28,403.24,561.17,2171.67,611.86,138.32,572.54,226.06,191.21,273.0,415.86,164.32,834.78,442.39,242.26,329.8,236.14,532.0,216.76,285.19,286.53,412.51,202.89,419.72,473.86,227.03,259.55,220.29,124.93,306.17,436.82,630.58,334.31,264.71,237.73,512.81,392.85,93.67,352.87,145.32,235.3,288.07,303.28,92.87,802.24,156.07,380.09,125.13,168.5,177.23,329.84,473.49,230.47,151.81,434.17,475.02,391.44,325.5,299.33
220,2021-10-15 09:25:00,476.66,98.7,326.26,813.5,725.76,342.36,154.64,235.26,720.94,1899.44,515.27,500.91,264.91,288.08,338.17,340.15,319.33,129.21,241.96,287.76,255.26,249.17,235.98,463.33,88.83,161.02,278.73,274.02,1396.62,174.75,410.02,544.39,233.14,385.04,232.72,665.4,659.43,323.67,372.57,595.28,564.39,1026.35,725.84,396.05,1205.4,193.33,126.06,102.94,727.65,339.84,714.28,155.94,490.88,466.69,360.08,862.12,339.9,407.97,243.42,209.2,493.14,824.65,305.79,185.93,319.42,355.61,479.78,591.85,168.72,224.46,164.64,280.12,495.25,505.28,213.15,456.61,183.14,87.01,335.94,252.72,98.37,538.81,313.34,258.49,181.15,550.8,337.81,195.77,370.74,602.07,362.73,256.52,364.63,425.71,454.81,180.15,380.29,96.96,461.24,991.95,2153.6,645.48,526.13,711.17,167.22,163.32,171.65,126.16,197.61,1019.52,386.95,530.41,215.09,240.98,383.35,86.63,295.65,141.35,336.46,215.62,128.4,436.12,444.8,336.95,424.69,76.49,274.69,345.01,975.21,385.31,262.04,363.79,665.63,465.19,317.52,275.07,147.58,50.0,266.22,257.49,100.22,702.46,55.69,330.01,374.44,91.22,228.26,396.78,324.76,223.72,276.71,357.54,311.59,573.11,264.46,78.23
221,2021-10-15 09:30:00,537.53,106.8,204.66,816.24,580.84,310.09,89.82,95.05,489.29,2359.28,501.57,243.64,335.76,271.47,417.81,269.3,208.13,293.38,252.0,147.24,192.39,261.54,166.56,670.19,116.81,49.66,156.79,134.16,1202.26,213.31,702.74,589.75,127.35,380.44,130.97,922.97,361.58,237.62,152.36,650.61,267.89,1156.31,546.35,443.12,1143.55,265.08,139.35,139.87,557.23,289.3,877.09,117.76,253.43,290.41,309.89,734.65,251.96,426.33,313.66,250.32,217.19,918.16,487.33,386.99,161.77,409.04,452.45,428.27,153.84,228.41,201.97,517.03,521.12,1004.7,244.7,401.98,228.0,131.3,522.82,188.59,88.76,577.34,369.35,486.9,210.77,568.12,706.95,413.43,543.96,333.15,311.87,189.91,361.49,392.36,386.88,184.73,479.37,171.0,203.97,760.97,1855.34,840.71,371.1,853.17,124.95,180.44,317.42,231.84,174.8,1274.8,690.71,405.99,183.96,220.02,422.32,155.0,297.81,182.48,369.34,272.45,176.6,451.22,332.35,298.28,532.05,122.21,351.22,381.61,949.04,216.34,297.78,346.99,424.27,1042.65,236.01,272.53,421.18,353.55,251.32,199.54,119.49,529.51,71.39,326.28,255.44,46.61,148.78,623.42,358.78,210.21,276.94,303.33,195.21,502.89,219.09,230.81
222,2021-10-15 09:35:00,478.27,84.09,439.45,772.96,788.36,81.95,124.22,174.24,610.76,1708.28,304.59,341.0,258.99,360.01,396.5,372.47,271.02,121.64,251.28,107.03,259.84,253.31,203.09,710.37,310.18,74.23,116.03,124.63,931.94,300.01,584.64,622.49,177.1,1187.1,221.93,623.75,302.92,395.74,272.32,510.88,177.39,743.13,601.97,383.76,650.38,263.25,128.83,175.28,412.58,580.6,917.36,79.75,267.64,260.01,290.38,800.11,255.04,512.46,586.11,234.75,407.09,889.4,389.1,171.19,498.41,239.08,371.09,480.36,158.16,250.76,131.37,298.62,628.93,650.87,135.76,417.08,184.07,70.55,559.17,157.31,214.59,692.35,346.87,242.28,211.47,438.02,301.11,279.8,442.66,513.45,342.1,233.46,458.04,454.23,346.58,352.81,269.21,145.26,395.4,705.82,1620.49,674.96,469.45,760.54,168.11,188.03,229.68,137.28,349.66,1089.29,1038.97,210.2,215.91,218.57,423.49,97.35,282.57,228.62,345.87,636.06,249.18,354.22,205.95,241.88,398.47,99.42,199.82,615.64,866.31,280.48,307.17,154.88,405.53,253.87,400.27,310.76,82.7,184.34,383.29,309.13,121.38,518.98,61.6,281.45,337.53,88.15,193.94,381.92,296.73,173.45,269.89,276.1,311.46,544.65,226.41,234.15
223,2021-10-15 09:40:00,247.15,140.29,317.62,1091.37,815.47,233.02,107.11,358.37,699.27,2241.21,318.4,547.02,226.05,245.39,193.42,313.36,219.07,261.87,161.1,267.74,253.86,210.24,99.29,418.83,73.44,129.84,121.62,197.23,1003.52,456.62,856.11,582.36,206.34,409.89,197.36,709.14,333.62,167.98,57.7,616.43,138.59,556.98,535.87,342.2,642.96,217.29,215.86,365.7,712.74,526.64,978.64,886.72,306.36,444.98,397.68,877.26,133.55,478.54,682.35,177.86,301.98,762.15,290.01,190.33,188.52,603.18,282.03,490.79,197.42,182.12,332.51,312.75,497.37,655.78,112.74,481.93,404.07,33.33,274.73,533.32,139.85,528.98,366.82,173.34,221.13,371.06,878.75,306.87,327.81,498.2,717.42,293.98,363.19,320.08,349.72,228.29,322.34,177.32,505.74,708.19,1464.69,796.46,307.11,831.86,183.32,204.65,310.17,151.56,257.66,1306.65,395.28,435.13,259.4,372.05,528.34,138.7,321.96,145.79,421.24,439.94,753.51,448.96,286.67,283.35,391.12,208.55,314.18,560.74,723.59,171.24,342.38,317.7,305.93,123.57,155.9,199.08,286.04,102.68,176.99,336.83,110.94,424.86,98.45,299.33,117.43,164.29,141.32,294.66,207.47,215.9,261.27,298.87,336.11,366.94,189.08,262.7
224,2021-10-15 09:45:00,300.56,71.98,137.49,921.83,307.56,163.56,143.93,210.43,567.93,1415.48,294.43,424.99,172.53,201.43,398.52,368.4,214.72,536.14,217.39,194.56,377.83,350.66,175.2,537.11,243.93,233.09,386.87,112.77,842.09,204.16,641.04,744.55,195.84,525.87,166.81,796.67,327.73,406.96,176.39,514.77,77.0,1059.09,674.68,513.57,619.86,658.86,108.93,154.83,484.46,376.27,860.33,133.42,289.53,234.71,369.73,718.91,307.68,543.98,243.98,335.67,220.79,710.9,461.03,245.21,182.57,181.19,216.1,478.77,219.22,179.4,327.13,525.38,588.07,482.39,262.68,380.05,147.05,139.36,252.25,1204.03,924.12,446.41,313.98,326.18,460.09,407.8,338.9,237.64,294.52,409.59,536.56,243.33,371.19,391.01,347.33,23.67,275.38,306.76,347.27,703.59,1504.89,864.25,663.89,914.35,126.07,261.82,350.79,130.93,230.0,1238.5,699.96,342.62,218.6,191.65,236.63,92.19,319.35,106.76,568.77,134.11,206.6,334.89,482.63,312.7,280.3,312.64,438.25,520.09,662.41,388.26,237.64,231.8,447.18,651.34,61.48,190.76,294.66,105.92,195.34,252.15,133.08,406.77,115.1,330.33,204.22,84.95,92.43,327.09,210.71,244.5,239.63,324.24,341.53,444.23,283.82,142.3
225,2021-10-15 09:50:00,382.5,52.55,289.95,902.91,579.66,273.16,113.5,99.05,491.07,2001.53,549.25,326.08,209.73,213.04,267.53,329.17,316.42,150.29,235.7,328.66,452.54,331.9,135.35,434.98,147.08,149.21,436.19,193.86,722.93,206.31,448.88,515.94,161.15,209.42,220.34,630.26,470.66,203.85,82.31,509.87,122.29,503.86,634.15,330.32,873.02,304.27,182.74,86.99,323.44,199.65,865.22,135.2,256.96,46.92,403.37,942.83,142.82,681.54,108.62,293.21,250.68,318.41,363.86,187.77,195.33,413.75,298.93,379.46,142.63,177.2,121.37,377.08,424.99,509.32,130.99,177.65,227.11,262.91,307.12,264.29,282.3,1014.27,329.02,258.28,146.54,418.92,467.86,178.22,291.27,504.76,544.5,191.75,244.12,362.88,461.52,261.06,321.74,176.75,475.18,514.92,1775.25,459.86,204.91,660.08,245.88,174.83,275.14,82.8,134.07,1089.74,716.51,355.49,268.51,246.51,278.56,113.22,204.16,232.72,465.11,320.27,79.81,358.96,297.96,296.62,272.97,259.03,338.4,327.23,712.34,275.63,302.21,412.61,393.47,210.86,166.57,175.38,44.88,inf,135.54,204.65,222.09,437.05,344.01,263.19,135.78,50.58,303.24,583.03,629.93,198.33,162.95,520.37,553.15,239.37,232.1,174.43
226,2021-10-15 09:55:00,348.29,90.41,312.07,844.88,495.15,128.74,243.15,184.93,679.07,1919.83,310.56,404.98,395.01,213.73,318.43,283.03,193.58,151.93,181.43,94.64,253.93,253.55,96.47,450.23,177.32,60.42,149.66,173.26,824.82,194.5,472.54,488.74,162.83,126.53,191.32,639.59,370.48,185.56,122.97,643.24,280.12,771.95,465.39,413.03,697.63,1591.38,184.23,91.01,213.69,409.17,728.01,182.01,247.61,235.67,349.9,883.22,130.83,837.98,112.77,253.36,313.85,480.95,334.69,241.47,255.07,547.99,355.12,502.25,124.33,203.73,248.18,811.44,627.2,438.56,107.65,500.53,530.87,589.09,416.19,90.05,527.48,463.8,311.4,314.05,93.98,463.54,232.13,324.49,263.97,530.57,471.7,248.61,346.48,408.11,273.11,160.14,356.14,144.81,803.66,599.43,1349.25,653.84,254.4,678.72,133.81,201.14,177.57,178.94,174.01,1064.06,739.54,94.06,282.21,192.56,537.78,169.6,282.27,277.01,326.64,230.44,143.47,322.24,266.3,289.02,319.64,155.82,230.1,469.83,779.87,442.82,376.52,169.81,467.23,418.71,190.71,339.69,206.49,66.38,256.5,319.55,116.21,483.09,70.48,288.63,201.6,220.66,119.95,188.52,541.83,184.52,342.48,567.61,649.06,397.98,229.99,332.36
227,2021-10-15 10:00:00,422.98,91.85,208.25,1236.7,781.26,182.9,162.83,126.54,553.36,1365.57,434.72,307.3,178.27,303.52,483.55,302.15,227.75,205.95,215.55,159.43,223.35,145.54,163.75,387.41,112.59,158.07,231.91,147.31,1021.68,254.58,672.64,471.98,165.69,109.37,195.93,559.11,331.91,318.18,267.02,508.0,211.47,367.36,466.35,333.63,960.07,612.04,255.67,178.03,409.36,290.08,1076.36,137.61,142.47,427.42,578.34,755.86,147.67,633.65,85.07,432.74,238.28,592.92,359.42,162.63,175.97,521.28,224.14,493.43,149.71,159.8,90.99,218.66,525.23,579.09,255.92,565.91,191.56,90.58,319.15,246.55,746.34,673.83,360.69,354.89,331.23,366.64,315.69,272.45,349.7,552.24,433.81,642.28,316.96,328.47,336.73,134.0,271.4,93.1,450.41,684.37,1193.52,540.38,358.66,673.44,159.72,200.47,221.37,354.9,148.97,1032.8,857.86,229.84,231.75,189.75,694.34,42.96,403.66,175.85,376.88,68.87,237.32,290.22,359.05,290.62,334.37,21.23,243.23,356.59,740.7,337.46,314.93,269.16,585.45,147.97,517.64,572.63,265.19,345.14,233.71,337.41,104.15,568.22,61.58,327.56,130.46,240.58,197.67,385.88,306.6,142.33,244.26,377.56,345.65,267.36,161.51,483.86
228,2021-10-15 10:05:00,535.24,201.22,347.05,757.8,610.11,74.57,118.62,182.28,612.99,1942.6,269.29,320.76,156.83,256.76,530.12,318.84,141.87,201.09,207.28,224.37,263.0,260.51,187.68,1395.19,92.57,50.0,144.2,275.19,900.89,281.52,199.4,615.37,158.5,317.87,238.68,622.05,305.18,174.49,195.04,579.31,170.91,706.69,482.47,401.83,1028.33,592.34,200.69,193.69,744.33,341.77,982.23,68.25,373.37,235.61,240.84,783.68,214.32,598.42,55.66,225.96,274.24,507.84,347.86,189.16,193.11,294.87,589.02,590.73,84.91,254.2,78.6,150.07,480.16,726.81,278.9,199.03,276.74,323.79,112.08,232.43,332.07,294.33,385.12,268.24,328.34,396.32,256.52,273.51,245.6,658.92,643.26,259.66,455.5,377.4,330.58,432.59,300.21,358.12,300.09,612.31,1139.43,705.88,260.72,638.2,129.98,222.33,240.79,752.57,312.33,1065.9,314.8,496.76,346.07,199.72,375.26,94.06,222.43,191.26,421.99,115.18,279.66,248.93,395.37,239.78,293.65,116.23,213.92,391.67,908.0,378.43,448.43,209.38,527.13,1249.57,660.51,584.64,171.86,50.0,304.49,167.74,94.65,718.27,71.75,195.46,233.93,288.39,205.94,512.15,301.46,194.2,169.63,260.05,296.64,289.87,294.69,199.86
229,2021-10-15 10:10:00,386.06,228.75,325.36,884.38,665.17,97.23,108.34,168.22,899.64,1786.7,358.62,448.48,420.8,203.09,393.3,761.18,228.53,200.49,219.17,209.1,199.58,182.1,122.46,731.76,132.54,26.34,169.21,134.08,1169.35,349.21,436.8,865.81,261.84,239.88,430.17,739.48,328.76,145.34,240.44,631.22,120.81,858.44,1042.05,252.38,864.77,672.85,256.79,92.28,824.87,458.57,1160.63,105.98,355.19,599.49,501.25,712.93,121.03,893.13,122.55,217.74,506.95,442.42,408.1,134.86,150.95,550.49,219.94,579.33,130.68,184.76,87.8,324.2,525.43,755.54,204.15,381.76,110.36,143.37,198.9,689.25,163.89,275.23,372.75,183.33,103.99,484.49,491.74,265.92,319.32,560.81,626.12,263.59,382.22,390.33,367.82,214.42,280.39,150.73,282.04,751.68,1373.51,586.96,431.77,614.06,199.62,182.03,326.3,144.94,237.42,1246.41,591.49,353.89,252.79,261.67,590.14,139.91,447.47,143.5,378.02,443.44,234.14,289.81,447.34,267.07,410.63,107.21,200.1,407.59,837.34,353.44,434.61,250.74,597.68,1077.67,772.36,401.85,227.5,76.46,349.56,363.46,92.27,470.67,290.8,223.17,302.58,165.98,181.9,342.86,551.22,443.89,219.11,510.74,186.21,360.19,221.43,289.48
230,2021-10-15 10:15:00,575.15,155.83,305.98,674.98,774.76,120.57,378.18,171.52,863.75,1711.89,279.59,326.05,338.55,260.35,288.01,233.53,234.05,131.57,287.68,185.19,546.62,247.98,158.19,437.55,165.47,216.07,176.51,126.98,837.61,195.78,368.91,625.15,136.1,468.79,202.36,1264.24,367.6,73.4,294.36,822.25,273.26,592.62,480.68,299.03,893.45,262.09,211.88,159.38,649.34,670.81,850.46,230.18,200.89,383.75,433.11,603.95,272.5,827.97,108.64,346.09,273.78,601.21,483.48,226.24,173.5,424.29,264.8,711.49,224.13,258.05,130.83,335.41,769.42,566.27,526.3,505.89,194.32,648.24,195.57,158.56,188.55,256.95,293.42,209.44,170.15,503.05,321.43,199.8,286.79,844.93,439.94,190.35,475.15,408.87,261.99,182.77,189.18,133.7,676.34,1162.95,1333.26,744.59,474.71,735.26,146.16,237.83,296.98,193.32,305.54,1563.58,876.69,271.33,303.55,291.08,698.56,112.71,227.62,348.55,409.52,178.48,95.13,387.42,619.63,196.92,250.13,138.23,444.39,242.24,810.17,217.83,266.47,208.01,407.94,549.23,580.28,465.58,174.55,53.11,281.55,205.64,79.69,505.58,192.06,223.34,219.54,45.24,146.7,164.4,356.11,183.52,207.91,301.18,552.06,336.59,174.48,270.69
231,2021-10-15 10:20:00,456.36,127.12,378.93,780.69,683.72,121.09,223.84,259.31,528.41,1845.68,224.59,404.67,156.47,331.34,274.58,243.02,342.55,292.08,211.49,284.63,327.21,322.04,251.21,703.22,97.35,37.55,335.61,173.33,847.11,159.96,606.7,760.56,188.46,325.38,314.78,488.45,269.12,342.42,119.12,815.45,219.98,585.23,481.78,597.82,592.52,973.05,105.36,210.52,405.0,334.8,805.88,406.76,301.94,247.81,399.67,923.12,238.19,917.38,209.59,254.72,345.43,492.41,366.72,179.44,126.71,326.5,517.76,477.87,283.98,186.22,117.13,533.18,384.13,558.71,164.83,496.11,181.93,261.29,258.7,372.31,155.0,151.1,349.8,312.87,194.56,482.63,488.5,345.95,385.61,617.3,427.55,77.57,468.15,493.74,222.43,198.43,359.12,119.8,555.1,690.76,2471.71,572.59,511.6,874.28,178.74,187.66,465.5,69.29,57.79,1294.09,226.3,221.57,371.72,429.33,285.33,138.43,208.22,163.73,495.28,160.9,130.76,276.09,304.84,225.99,521.89,139.82,352.74,511.02,784.35,214.97,207.73,332.93,333.78,468.05,501.84,363.51,277.36,118.51,187.95,184.14,76.4,504.73,148.91,294.16,174.63,600.82,144.87,215.58,364.07,180.08,268.51,550.41,262.47,314.52,250.05,371.41
232,2021-10-15 10:25:00,402.17,98.19,531.16,591.74,809.16,131.24,110.29,382.78,623.63,2429.63,292.44,415.46,332.24,318.81,405.31,389.83,122.95,196.96,205.91,175.1,335.28,282.91,362.42,345.69,192.48,63.05,242.66,149.27,1028.3,125.5,714.77,838.95,172.22,369.5,123.5,876.2,361.2,212.69,165.74,850.35,180.88,824.85,387.34,468.29,662.57,380.44,137.11,78.11,594.83,328.26,771.23,193.15,192.37,332.39,464.84,848.07,361.09,491.01,71.31,592.62,218.96,621.44,351.42,292.11,320.75,326.06,211.58,370.9,272.26,303.9,165.0,262.79,390.64,527.99,456.62,468.88,188.69,415.41,437.56,215.45,176.42,248.76,320.6,245.66,388.6,617.31,318.49,150.18,249.01,318.23,391.9,315.17,338.77,591.37,430.24,140.16,185.35,109.59,378.56,926.11,1798.02,778.89,215.24,727.92,168.84,224.31,313.5,141.53,94.17,957.54,367.04,377.55,393.84,215.94,515.71,109.01,204.56,294.78,409.26,216.67,172.93,363.34,160.11,395.85,457.56,104.88,458.43,466.53,704.85,162.27,325.26,234.54,381.7,976.64,71.35,381.63,138.66,57.32,90.32,311.02,125.15,711.67,62.28,467.97,214.85,106.99,185.55,448.44,348.23,213.73,229.66,493.33,175.14,350.27,208.85,238.66
233,2021-10-15 10:30:00,440.02,112.03,308.65,556.29,695.84,79.98,119.34,231.17,1038.07,1864.11,210.16,365.98,150.35,246.62,275.6,331.98,227.53,173.46,191.24,229.86,211.31,257.44,87.03,725.13,370.17,123.72,450.67,223.52,798.58,212.25,530.09,882.25,116.66,306.9,130.48,770.42,443.82,245.73,92.0,641.63,270.51,664.21,482.05,240.98,614.86,377.5,126.68,171.87,378.85,283.59,764.07,355.78,219.1,22.28,240.11,1005.19,198.84,537.97,97.7,331.54,210.42,641.51,427.21,189.54,106.53,242.62,309.34,394.59,202.75,214.9,85.67,412.27,515.22,632.03,281.01,270.78,222.66,156.72,354.1,404.44,94.29,444.03,325.82,187.37,267.67,387.64,253.5,381.44,280.91,484.5,334.83,321.52,388.38,421.9,451.07,134.87,306.79,130.15,190.64,867.94,1441.89,759.65,302.07,735.47,110.65,253.12,289.37,54.14,445.8,398.45,184.96,284.08,323.69,167.59,663.77,86.88,223.24,230.65,526.72,440.3,298.42,493.16,270.13,228.61,320.97,132.63,350.33,801.5,663.53,556.99,372.37,120.4,434.59,580.63,106.29,572.92,58.99,40.02,213.67,222.88,70.07,483.31,170.72,330.11,99.19,329.94,152.95,318.55,1356.88,216.8,207.9,490.83,234.24,562.86,201.45,183.36
234,2021-10-15 10:35:00,354.41,109.87,259.95,1011.51,585.33,275.99,276.29,289.2,605.2,2378.99,147.45,261.67,152.55,147.18,223.97,220.36,162.32,183.18,222.9,236.65,321.3,335.52,168.4,1182.88,201.8,105.55,126.56,238.37,989.11,172.15,658.79,725.86,127.93,246.81,266.56,627.53,435.38,236.91,89.28,658.12,135.53,1243.9,490.63,232.72,689.88,617.35,105.36,151.43,381.77,246.49,1024.3,158.24,301.77,247.44,214.21,1188.72,118.71,813.28,144.79,312.27,223.66,506.3,518.95,190.18,153.93,344.15,294.35,378.08,187.74,229.43,71.44,347.28,642.86,696.03,119.37,438.84,184.66,134.7,300.57,316.17,187.44,519.38,409.64,222.19,170.99,971.55,224.14,235.67,345.6,611.4,286.9,100.24,363.01,397.16,387.22,211.93,350.97,194.1,228.79,817.66,2188.95,604.45,514.42,492.84,338.63,217.15,270.22,133.2,101.92,668.78,332.98,310.33,306.51,329.76,601.46,108.39,309.19,317.97,329.9,104.67,379.28,340.22,326.56,189.25,339.03,199.74,463.46,671.26,638.03,250.53,404.36,253.29,293.86,1223.89,119.16,442.32,616.17,47.61,257.42,148.74,151.86,668.79,92.56,215.82,101.8,300.45,146.81,607.73,241.36,205.61,310.58,345.32,478.25,285.82,629.63,216.81
235,2021-10-15 10:40:00,380.86,114.76,411.11,786.17,509.56,171.19,597.01,219.76,1732.37,1536.15,275.39,657.12,313.58,105.52,552.63,199.75,325.78,143.97,284.4,148.83,409.28,219.81,255.79,1147.07,178.78,497.23,297.55,147.93,891.36,120.58,301.9,494.96,188.61,434.25,189.07,535.27,361.75,243.09,500.09,417.09,444.65,687.9,602.82,354.71,602.49,641.04,154.49,100.07,369.54,292.34,819.94,429.06,344.95,36.45,360.85,809.31,178.87,588.02,71.47,383.13,396.13,452.58,562.74,140.99,163.89,496.18,386.33,630.21,200.33,185.04,138.73,316.63,445.17,937.0,142.39,356.68,251.95,243.72,250.05,152.04,1027.92,494.64,513.68,263.47,270.07,494.66,550.45,101.36,308.45,620.47,335.6,203.03,313.19,324.95,280.09,178.56,275.43,286.64,367.9,652.15,1288.66,768.0,417.31,453.86,97.74,198.3,223.23,171.05,175.66,1123.68,108.45,259.08,243.49,305.32,413.44,89.68,237.31,210.19,280.84,73.03,1727.7,236.52,163.77,161.03,329.84,289.02,209.61,744.71,771.88,286.1,258.56,389.42,332.23,219.01,106.5,540.66,255.92,673.01,259.69,249.28,164.42,474.57,111.18,535.3,72.31,183.06,126.37,431.5,289.51,279.33,277.03,329.75,275.52,275.01,232.75,221.14
236,2021-10-15 10:45:00,393.4,165.48,228.82,682.6,638.74,94.74,209.29,209.47,678.14,1520.3,407.05,253.41,283.57,195.17,381.09,167.13,136.75,174.16,346.67,226.14,252.29,258.82,86.26,1194.98,99.55,164.1,276.07,152.22,784.23,266.32,886.64,515.33,178.37,268.7,154.8,479.57,197.92,306.69,97.61,669.96,516.06,715.86,587.7,439.2,574.9,758.73,171.57,119.77,540.57,143.04,657.06,329.01,345.05,205.46,320.39,620.78,128.91,504.31,110.86,243.22,431.44,523.44,458.06,148.6,172.79,304.57,368.1,396.25,110.57,224.69,295.14,291.39,491.64,570.3,192.7,695.99,354.98,93.23,542.67,128.58,220.43,451.65,420.17,351.59,129.33,757.25,257.67,188.85,364.71,490.84,260.54,117.21,365.1,171.18,324.07,246.49,200.35,371.03,307.74,781.21,1112.11,527.88,576.9,326.42,66.16,222.77,199.36,479.69,236.52,820.15,190.31,113.46,245.18,278.71,416.71,180.01,195.84,271.19,508.07,72.94,634.26,369.68,183.06,199.42,236.46,83.29,374.67,595.86,723.05,360.07,280.16,137.19,413.7,751.25,45.23,426.58,216.44,319.3,106.59,282.14,97.56,751.8,161.84,347.54,101.6,232.24,102.06,364.87,459.43,226.31,250.83,224.66,364.99,341.91,230.31,389.35
237,2021-10-15 10:50:00,244.34,119.85,578.78,806.84,597.17,163.53,133.89,346.8,856.81,1380.11,189.49,495.5,198.42,136.49,297.07,228.67,122.42,182.61,160.31,182.42,319.83,398.44,432.83,351.96,296.03,169.15,246.45,152.54,1231.65,377.03,351.01,543.43,187.9,395.61,198.26,797.91,239.06,487.16,226.89,669.23,348.08,560.29,485.64,368.06,438.95,902.72,144.69,162.83,435.24,344.89,842.63,104.95,442.46,35.51,325.49,579.32,432.07,523.29,218.67,331.93,308.41,558.4,417.97,117.14,225.57,286.61,391.84,487.51,199.06,230.58,192.68,228.51,519.39,514.59,184.87,448.85,280.51,79.99,178.02,194.95,658.26,687.07,493.37,700.5,206.14,373.21,287.49,241.03,335.28,522.9,273.33,304.3,252.06,208.8,330.16,271.89,288.44,170.53,279.07,780.08,1520.58,755.3,253.94,379.68,122.65,301.78,177.32,125.4,76.93,1109.48,86.85,216.86,199.59,286.64,307.39,38.73,180.89,231.76,134.58,255.73,162.68,268.83,261.89,174.79,534.72,130.69,145.82,670.24,639.89,236.52,377.63,298.57,379.92,752.76,134.19,512.11,156.07,235.55,183.61,235.46,190.67,383.76,117.13,261.81,170.47,169.84,248.36,358.22,229.83,302.0,326.75,231.81,539.1,308.25,165.56,234.44
238,2021-10-15 10:55:00,488.44,159.24,296.27,697.36,192.92,352.12,70.56,297.95,522.19,1627.86,201.63,392.4,334.38,194.3,383.05,328.39,220.18,162.23,243.69,159.15,240.33,218.31,204.93,480.4,168.62,78.77,122.32,151.37,985.27,35.62,318.02,560.82,112.4,251.51,334.03,741.68,317.76,211.94,220.94,760.54,140.57,584.43,489.02,480.69,511.15,586.86,88.08,142.82,651.53,266.6,769.45,166.67,172.17,98.81,148.98,770.61,431.72,707.24,78.51,310.52,153.35,667.06,414.76,155.27,120.75,651.78,618.27,504.71,200.03,275.16,328.29,241.87,521.46,632.36,108.25,411.88,197.28,185.73,174.84,221.88,2917.55,306.08,366.09,483.47,163.98,569.95,534.51,219.68,326.23,312.21,344.47,230.29,296.88,236.72,866.75,170.43,148.71,216.07,572.9,959.86,1314.98,863.28,297.18,421.97,220.82,254.07,262.92,375.81,144.69,1289.4,311.83,180.53,249.03,250.04,435.41,72.39,170.81,229.8,222.82,198.95,136.69,267.6,111.11,162.28,277.05,204.48,263.6,640.88,640.13,191.24,274.91,110.88,333.75,222.61,267.65,340.37,296.68,102.67,160.65,149.58,68.72,538.74,98.24,319.39,192.6,75.83,178.29,201.48,273.83,120.5,244.46,196.49,357.32,265.5,192.9,237.15
